STT,CUS_CIF_NBR,CUS_NM,DTE_OPN_CIF,BRN_OPN_CIF,CUS_GEN,AGE,TINHTRANGHONNHAN,CUS_PHONE,CUS_MAIL,CUS_ADRR,TINHCHATCVHT,TRINHDOHOCVAN,AVG_AMT_3M,CALL_DATE,STATUS_ADV,CUST_BANCASED,SANPHAMBHNTDAMUA,NGAYMUABH,SPDV,PRIORITYFLAG,BRN_MNGT_PRIO,PAYROLLFLAG,DSCTTHEGHINO,DSCTTHETINDUNG,DSCTNOTIENGUI,DSCTCOTIENGUI,DSCTDIGIBANK,AVG_BAL_TA_E12M,AVG_BAL_TM_E12M,AVG_BAL_LN_E12M,SODUTIENGUI,SODUTIETKIEM,DUNOVAY,NHOMNOVCB,MATDT,CHITIEUCHOYTE,CHITIEUCHOGD,CHITIEUCHODULICH,CHITIEUDAUTUCK,LYDOMUABAOHIEM,SCORE,DATIEPCAN,FEEDBACK,NOTE,RMTIEPCAN
510,xxxxxx,TRAN THUY VI,2/4/2022,9453,Nam,44,Có gia đình,xxxxxxx578,xxxxxxxxx@gmail.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý cao cấp,Cao đẳng,16722580,8/8/2022,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Nang tam vi the,10/7/2020,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P4,9603,Không,8479702,2118015,19195104631,7956221029,449079231,64244135,5747391,47993000,33146149,7937398,57939701,1,27/03/2024,18845586,20678740,94235001,61141976,Quan tâm gia đình,66%,Chưa tiếp cận,khác,chưa có,0
511,xxxxxx,PHAM HUONG LAN,11/12/2023,6314,Nam,60,Có gia đình,xxxxxxx900,xxxxxxxxx@yahoo.com,"Hai Bà Trưng,Hà Nội",Cán bộ quản lý trung cấp,Cao học,37293063,5/31/2021,Không có,Không,FWD Nang tam vi the,7/11/2021,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P3,9603,Không,23821752,696661,25347050165,14723172350,1826721712,97698988,49594029,948719,57826653,97482291,92678591,2,27/03/2024,65680214,95187973,45863447,26691551,Quan tâm gia đình,58%,Đã tiếp cận,khác,chưa có,0
512,xxxxxx,VU QUANG LAM,2/8/2020,5325,Nữ,44,Ly dị,xxxxxxx007,xxxxxxxxx@yahoo.com,"Hoàn Kiếm,Hà Nội",Cán bộ quản lý sơ cấp,Cao đẳng,19140392,9/21/2023,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Don dau thay doi 3.0,9/7/2020,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P4B,9603,Không,8235323,1426641,6128989136,2508561791,843492617,14901184,87460863,89115258,66823820,95537731,49707019,2,27/03/2024,74644402,74651835,4261364,35993270,"Quan tâm đầu tư, tài chính",77%,Chưa tiếp cận,khác,chưa có,0
513,xxxxxx,HO LINH GIANG,1/14/2021,4738,Nam,22,Ly dị,xxxxxxx381,xxxxxxxxx@yahoo.com,"Ba Đình,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Cao học,10411610,9/5/2021,Khách hàng từ chối – khách hàng không có nhu cầu,Có,Không có,Không,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P7,9603,Có,32078013,402318,6128280071,1634374634,1619346187,81076544,45466324,87610388,85556428,39731394,479487,2,27/03/2024,88615104,8512280,3558737,37775756,Quan tâm sức khoẻ,66%,Chưa tiếp cận,khác,chưa có,0
514,xxxxxx,HO THUY UYEN,10/24/2020,5696,Nam,46,Ly dị,xxxxxxx942,xxxxxxxxx@outlook.com,"Thanh Xuân,Hà Nội",Cán bộ quản lý trung cấp,Cao đẳng,11693167, ,Không có,Không,FWD Nang tam vi the,3/16/2022,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P7,9603,Có,33758864,2713231,27384008950,27987648450,373321547,38422423,82968897,79475402,26329947,34226048,11048836,2,27/03/2024,1237978,74841123,74557317,99504041,Quan tâm đến cuộc sống tương lai,50%,Đã tiếp cận,khác,chưa có,0
515,xxxxxx,VU KHAC ANH,12/19/2023,3557,Nữ,16,Độc thân,xxxxxxx878,xxxxxxxxx@outlook.com,"Hai Bà Trưng,Hà Nội",Cán bộ quản lý sơ cấp,Cao học,25049050,5/5/2020,Không có,Không,FWD con vuon xa,1/14/2023,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P4B,9603,Không,19709582,493609,3367436199,15885086369,1664320916,18983317,72645441,95313456,68374813,43244050,64936496,2,27/03/2024,33552903,37779789,23511908,3625629,Quan tâm bảo hiểm,66%,Chưa tiếp cận,khác,chưa có,0
516,xxxxxx,TRAN LAM TUYEN,########,3911,Nữ,22,Có gia đình,xxxxxxx333,xxxxxxxxx@outlook.com,"Hai Bà Trưng,Hà Nội",Cán bộ quản lý cao cấp,Cao đẳng,13928617, ,Không có,Không,Không có,Không,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P5B,9603,Có,27328177,183584,4116004113,26361952667,1941555251,17321586,22201927,92355721,25465681,53130621,94430128,2,27/03/2024,32135327,93154795,53258568,10387106,Quan tâm sức khoẻ,66%,Đã tiếp cận,khác,chưa có,0
517,xxxxxx,DUONG TRONG DUNG,2/5/2020,3236,Nữ,43,Ly dị,xxxxxxx387,xxxxxxxxx@outlook.com,"Tây Hồ,Hà Nội",Cán bộ quản lý trung cấp,Trung cấp,26801476,3/16/2022,Không có,Không,Không có,Không,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P5A,9603,Không,24609102,511592,16823087792,10940937895,1344215492,33500628,1407300,7410654,47981544,67180290,82551346,1,27/03/2024,94442875,12924110,34455628,63259956,Quan tâm gia đình,66%,Đã tiếp cận,khác,chưa có,0
518,xxxxxx,HO PHI NHUNG,########,9339,Nam,31,Ly dị,xxxxxxx411,xxxxxxxxx@outlook.com,"Hà Đông,Hà Nội",Cán bộ văn phòng,Cao học,15472955,3/30/2023,Đồng ý gặp mặt,Có,FWD con vuon xa,8/17/2022,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P3,9603,Không,18735025,2867618,4317553015,17268656427,101377666,45942003,9452515,1571189,76664245,74667069,18356761,2,27/03/2024,54915,18583207,86269777,47787347,Quan tâm bảo hiểm,50%,Chưa tiếp cận,khác,chưa có,0
519,xxxxxx,DO DIEU NGA,4/25/2020,6337,Nữ,52,Ly dị,xxxxxxx424,xxxxxxxxx@outlook.com,"Hà Đông,Hà Nội",Cán bộ quản lý cao cấp,Cao đẳng,8415293,4/11/2020,Khách hàng từ chối – khách hàng không có nhu cầu,Có,Không có,Không,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P3,9603,Có,9302103,1339523,9997355519,14037752287,1008227118,7740270,38323270,91574210,51250022,87416517,1345052,2,27/03/2024,59085303,10965402,6532401,6002503,Quan tâm gia đình,61%,Chưa tiếp cận,khác,chưa có,0
520,xxxxxx,TRUONG CONG HAU,3/20/2023,2330,Nữ,49,Ly dị,xxxxxxx931,xxxxxxxxx@outlook.com,"Thanh Xuân,Hà Nội",Cán bộ quản lý trung cấp,Cao học,10571342,1/25/2021,Đồng ý gặp mặt,Có,FWD con vuon xa,4/12/2023,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P6,9603,Có,7693324,1105046,7742975515,16764044680,373462480,34007850,42766329,84964226,64486719,81349988,34887168,2,27/03/2024,44357133,40319748,61207358,10057870,Quan tâm gia đình,66%,Chưa tiếp cận,khác,chưa có,0
521,xxxxxx,DOAN THUY LINH,2/6/2020,3127,Nam,43,Ly dị,xxxxxxx751,xxxxxxxxx@gmail.com,"Tây Hồ,Hà Nội",Cán bộ văn phòng,Cao đẳng,21897487,12/5/2023,Không có,Không,FWD Nang tam vi the,9/4/2023,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P4,9603,Có,27078018,1373263,4346251731,4922042049,1799857322,80296229,1553612,69415400,89828083,24588097,47960094,2,27/03/2024,60452669,99959522,66338315,30909366,Quan tâm bảo hiểm,71%,Đã tiếp cận,khác,chưa có,0
522,xxxxxx,LE THUY VAN,5/19/2021,2518,Nam,29,Độc thân,xxxxxxx789,xxxxxxxxx@yahoo.com,"Hai Bà Trưng,Hà Nội",Cán bộ quản lý sơ cấp,Trung cấp,6856906,4/24/2020,Khách hàng từ chối – khách hàng không có nhu cầu,Có,Không có,Không,Khách hàng có khoản vay BĐS; Tiền gửi không kỳ hạn,P1,9603,Có,9169176,1539624,3913923301,1567675327,226866883,30580320,45411742,53399326,41597251,26864780,77626031,2,27/03/2024,58199664,62077946,42644025,82749797,Quan tâm gia đình,77%,Chưa tiếp cận,khác,chưa có,0
523,xxxxxx,DUONG HUY THANH,4/11/2020,7260,Nữ,58,Độc thân,xxxxxxx592,xxxxxxxxx@outlook.com,"Tây Hồ,Hà Nội",Cán bộ quản lý sơ cấp,Trung cấp,31133625,1/14/2023,Đồng ý gặp mặt,Có,FWD Don dau thay doi 3.0,1/22/2020,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,P1,9603,Có,39920792,1431849,6586139953,8532269756,1329626661,4551066,23959044,52792451,53597267,46174444,49366606,1,27/03/2024,57915105,95237108,10756395,7253667,Quan tâm đến cuộc sống tương lai,63%,Đã tiếp cận,khác,chưa có,0
524,xxxxxx,PHAM THIEN KHIEM,6/14/2021,4990,Nữ,22,Có gia đình,xxxxxxx872,xxxxxxxxx@outlook.com,"Tây Hồ,Hà Nội",Cán bộ văn phòng,Trung cấp,17208748, ,Đồng ý gặp mặt,Có,FWD con vuon xa,1/9/2022,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,Không có,Không có,Không,28448797,2727484,4509407139,7693477849,1633181645,64496499,6973681,97234094,84808671,6278714,44932430,2,27/03/2024,36807840,73955697,30540402,59256667,Quan tâm gia đình,66%,Chưa tiếp cận,khác,chưa có,0
525,xxxxxx,HOANG BACH VAN,6/2/2021,4453,Nữ,27,Độc thân,xxxxxxx045,xxxxxxxxx@gmail.com,"Tây Hồ,Hà Nội",Cán bộ văn phòng,Trung cấp,20605276, ,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD con vuon xa,6/19/2023,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P7,9603,Không,19478774,2645515,1599370003,7153224605,514892564,30975743,80358101,70639515,1838346,30659924,37228074,2,27/03/2024,28964307,41644081,59337458,44150062,Quan tâm đến cuộc sống tương lai,66%,Đã tiếp cận,khác,chưa có,0
526,xxxxxx,LY THAI SANG,12/2/2023,3836,Nữ,32,Ly dị,xxxxxxx905,xxxxxxxxx@gmail.com,"Hà Đông,Hà Nội",Cán bộ văn phòng,Cao học,14479506, ,Khách hàng từ chối – khách hàng không có nhu cầu,Có,Không có,Không,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P7,9603,Có,8273460,2947199,3354784748,1100729949,1980105093,31117261,80710496,71622534,26437724,50001039,73119585,2,27/03/2024,67001046,82275633,41446436,56837144,Quan tâm bảo hiểm,66%,Chưa tiếp cận,khác,chưa có,0
527,xxxxxx,VO LAM GIANG,########,7902,Nữ,55,Có gia đình,xxxxxxx058,xxxxxxxxx@outlook.com,"Thanh Xuân,Hà Nội",Cán bộ quản lý trung cấp,Cao học,20549190,2/18/2022,Đồng ý gặp mặt,Có,FWD Don dau thay doi 3.0,12/4/2021,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,Không có,Không có,Có,37922246,2007892,6036150515,19012739378,444023491,67858777,21302286,38707752,28414520,36640799,1238034,2,27/03/2024,97842197,84611657,31603864,3102076,Quan tâm gia đình,70%,Đã tiếp cận,khác,chưa có,0
528,xxxxxx,PHAM GIA MINH,4/14/2023,8112,Nữ,46,Độc thân,xxxxxxx713,xxxxxxxxx@gmail.com,"Ba Đình,Hà Nội",Cán bộ văn phòng,Tốt nghiệp phổ thông,22402528,2/28/2021,Đồng ý gặp mặt,Có,Không có,Không,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P6,9603,Không,22525414,1417350,6337299864,9087107257,1523446700,89834106,5291292,23800391,77244381,65616076,596486,1,27/03/2024,55359805,34139159,39402572,8895284,Quan tâm đến cuộc sống tương lai,66%,Đã tiếp cận,khác,chưa có,0
529,xxxxxx,DO VU ANH,11/27/2021,5379,Nữ,47,Độc thân,xxxxxxx334,xxxxxxxxx@outlook.com,"Tây Hồ,Hà Nội",Cán bộ quản lý cao cấp,Đại học,7641428,1/25/2020,Không có,Không,FWD con vuon xa,4/1/2023,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P5B,9603,Có,1715014,1678362,8360601850,7266713430,1412692907,71057957,73318991,14963020,89241831,38375253,70203124,2,27/03/2024,11110610,68773402,31902654,9497360,Quan tâm gia đình,64%,Đã tiếp cận,khác,chưa có,0
530,xxxxxx,NGO NGOC CAM,7/1/2020,1062,Nam,40,Độc thân,xxxxxxx514,xxxxxxxxx@yahoo.com,"Tây Hồ,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Trung cấp,33334059,5/29/2021,Khách hàng từ chối – khách hàng không có nhu cầu,Có,Không có,Không,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,Không có,Không có,Có,33835375,1508712,17479754811,15297137361,168169082,86016825,45308549,60497740,28043539,53117815,62063988,1,27/03/2024,34231812,39355277,78059508,78646805,"Quan tâm đầu tư, tài chính",66%,Đã tiếp cận,khác,chưa có,0
531,xxxxxx,LY HONG THAO,########,8615,Nam,53,Có gia đình,xxxxxxx227,xxxxxxxxx@gmail.com,"Hai Bà Trưng,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Cao đẳng,16898173,7/16/2023,Không có,Không,Không có,Không,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,Không có,Không có,Không,11111186,656667,6717678443,7866260522,1296627057,31728433,90956066,2885945,70922697,8779669,2546349,2,27/03/2024,11300643,31973888,29175357,36241910,"Quan tâm đầu tư, tài chính",77%,Chưa tiếp cận,khác,chưa có,0
532,xxxxxx,VU TUYET HAN,5/26/2023,8619,Nữ,51,Có gia đình,xxxxxxx858,xxxxxxxxx@outlook.com,"Tây Hồ,Hà Nội",Cán bộ quản lý sơ cấp,Cao học,30407168,2/14/2022,Không có,Không,FWD con vuon xa,6/8/2022,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,P4A,9603,Không,38422416,2963566,10580728222,24342385859,1687356135,62994841,90101625,52677857,38492706,84076149,97010469,1,27/03/2024,36003796,80458748,86033147,88164742,Quan tâm sức khoẻ,66%,Chưa tiếp cận,khác,chưa có,0
533,xxxxxx,DANG KHANH MINH,9/21/2023,625,Nam,38,Độc thân,xxxxxxx119,xxxxxxxxx@outlook.com,"Tây Hồ,Hà Nội",Cán bộ quản lý sơ cấp,Trung cấp,22248417,5/17/2022,Không có,Không,FWD Nang tam vi the,4/21/2022,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P7,9603,Có,39603963,2791490,19390057442,25598242859,806382178,35131843,15528472,93537148,96345398,21851814,69517253,2,27/03/2024,85643348,53004811,57595685,37267121,Quan tâm gia đình,66%,Đã tiếp cận,khác,chưa có,0
534,xxxxxx,HUYNH ANH DUONG,8/12/2021,8502,Nữ,45,Có gia đình,xxxxxxx801,xxxxxxxxx@outlook.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý cao cấp,Đại học,18805124,3/17/2022,Đồng ý gặp mặt,Có,FWD con vuon xa,7/27/2021,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P5B,9603,Có,13492659,746081,26485952810,9480764232,4164405,77975454,40638039,27991384,46816797,91828881,77081660,2,27/03/2024,48778381,40332622,79819149,7998391,Quan tâm đến cuộc sống tương lai,62%,Chưa tiếp cận,khác,chưa có,0
535,xxxxxx,LY THANH HOA,########,6450,Nam,36,Ly dị,xxxxxxx875,xxxxxxxxx@gmail.com,"Hai Bà Trưng,Hà Nội",Cán bộ quản lý trung cấp,Cao đẳng,10046559,2/24/2022,Không có,Không,FWD Don dau thay doi 3.0,1/23/2023,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P1,9603,Không,28557402,2870236,6204164819,13854632996,161212931,3382136,75005143,96237937,8794385,73161615,10439110,2,27/03/2024,54356291,80664629,8702744,71179388,Quan tâm sức khoẻ,66%,Đã tiếp cận,khác,chưa có,0
536,xxxxxx,BUI ÐAC THANH,8/30/2021,7605,Nữ,46,Ly dị,xxxxxxx281,xxxxxxxxx@gmail.com,"Ba Đình,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Trung cấp,27130233,3/9/2022,Không có,Không,FWD con vuon xa,1/19/2023,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P5A,9603,Có,15007265,1988331,19392114467,20210716660,818713574,5573077,85395277,96774467,83393022,7189281,13808570,2,27/03/2024,83822092,19028450,58860115,73888404,Quan tâm đến cuộc sống tương lai,64%,Chưa tiếp cận,khác,chưa có,0
537,xxxxxx,HUYNH THANH VINH,5/6/2020,3733,Nữ,45,Có gia đình,xxxxxxx461,xxxxxxxxx@outlook.com,"Hai Bà Trưng,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Đại học,31050019,1/1/2020,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD con vuon xa,12/21/2022,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P5A,9603,Có,4795364,862531,19813868264,23069862961,387421097,50895349,68948756,1472192,4124585,30575479,69849246,2,27/03/2024,8164131,55332736,75086060,20168536,"Quan tâm đầu tư, tài chính",66%,Chưa tiếp cận,khác,chưa có,0
538,xxxxxx,TRAN MY DUYEN,9/19/2020,2241,Nữ,16,Ly dị,xxxxxxx467,xxxxxxxxx@outlook.com,"Hoàn Kiếm,Hà Nội",Cán bộ quản lý sơ cấp,Trung cấp,19390936,4/2/2022,Đồng ý gặp mặt,Có,Không có,Không,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,Không có,Không có,Có,11390253,1242956,21288012878,21599677107,1845463001,77690467,26682889,47045273,28955852,19106962,67213365,2,27/03/2024,19943459,72381414,29029357,18113743,Quan tâm đến cuộc sống tương lai,66%,Đã tiếp cận,khác,chưa có,0
539,xxxxxx,NGO AI NHAN,8/2/2020,716,Nữ,32,Ly dị,xxxxxxx991,xxxxxxxxx@outlook.com,"Tây Hồ,Hà Nội",Cán bộ quản lý trung cấp,Trung cấp,7920946,7/5/2021,Không có,Không,FWD con vuon xa,9/9/2023,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P4,9603,Có,9908976,2198208,27353066396,13933237256,844575598,36625967,65418814,69602786,78041700,74320250,52339394,2,27/03/2024,69530227,86209719,93470810,98735437,Quan tâm gia đình,66%,Chưa tiếp cận,khác,chưa có,0
540,xxxxxx,DANG MINH THAC,1/17/2020,5946,Nam,39,Ly dị,xxxxxxx384,xxxxxxxxx@outlook.com,"Hà Đông,Hà Nội",Cán bộ quản lý cao cấp,Tốt nghiệp phổ thông,22883621,7/28/2023,Đồng ý gặp mặt,Có,FWD con vuon xa,7/18/2022,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P5B,9603,Có,33991814,2497151,8749120536,14865684068,56760675,40122457,96934927,44014899,12562835,17055370,63074093,2,27/03/2024,91269777,91490599,33851846,83611232,Quan tâm bảo hiểm,79%,Đã tiếp cận,khác,chưa có,0
541,xxxxxx,DUONG MY NHI,1/4/2021,6843,Nữ,31,Ly dị,xxxxxxx084,xxxxxxxxx@yahoo.com,"Thanh Xuân,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Cao đẳng,37345153,8/10/2022,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Don dau thay doi 3.0,2/23/2022,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,Không có,Không có,Không,13653024,2104868,29943694628,22404872186,193256388,64751224,58445918,36207760,89750652,28818245,13393164,2,27/03/2024,57590932,33522084,9623431,78596822,Quan tâm bảo hiểm,66%,Đã tiếp cận,khác,chưa có,0
542,xxxxxx,DOAN PHUONG NHUNG,8/23/2021,8687,Nữ,29,Ly dị,xxxxxxx601,xxxxxxxxx@gmail.com,"Hoàn Kiếm,Hà Nội",Cán bộ quản lý cao cấp,Tốt nghiệp phổ thông,20597564, ,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Don dau thay doi 3.0,1/1/2023,Khách hàng có khoản vay BĐS; Tiền gửi không kỳ hạn,P2,9603,Không,29821272,2041006,16680313432,7359268373,1965114326,15346875,39669163,49854004,29076010,89772469,43348463,2,27/03/2024,53120372,46315424,62691475,95245568,Quan tâm đến cuộc sống tương lai,77%,Chưa tiếp cận,khác,chưa có,0
543,xxxxxx,DOAN LAM ÐONG,3/15/2020,2200,Nữ,48,Ly dị,xxxxxxx081,xxxxxxxxx@outlook.com,"Hoàn Kiếm,Hà Nội",Cán bộ văn phòng,Cao học,36873165,5/26/2023,Không có,Không,FWD con vuon xa,4/20/2023,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P2,9603,Không,6004307,828389,4331435757,21536051156,303042657,14834646,82950728,98433273,97016873,97753266,35758193,2,27/03/2024,82867328,23239682,27672124,47403902,Quan tâm gia đình,65%,Đã tiếp cận,khác,chưa có,0
544,xxxxxx,TRAN THUY KHANH,9/15/2020,6939,Nữ,48,Ly dị,xxxxxxx275,xxxxxxxxx@gmail.com,"Tây Hồ,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Cao đẳng,19764203,8/4/2021,Đồng ý gặp mặt,Có,FWD Nang tam vi the,9/12/2023,Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm; Thẻ tín dụng quốc tế; Thẻ ghi nợ nội địa,P5A,9603,Không,10768298,2571125,12738506425,9783084344,664404522,27281271,7242427,58279468,15677253,290619,9524769,2,27/03/2024,82429281,43774601,13874641,32769753,Quan tâm đến cuộc sống tương lai,66%,Chưa tiếp cận,khác,chưa có,0
545,xxxxxx,HO THU NGAN,3/18/2020,8811,Nam,24,Có gia đình,xxxxxxx739,xxxxxxxxx@yahoo.com,"Thanh Xuân,Hà Nội",Cán bộ văn phòng,Trung cấp,33590578,4/11/2020,Không có,Không,FWD Don dau thay doi 3.0,11/6/2020,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P5A,9603,Không,13412241,323163,28575626816,2802402685,789138780,20179374,84400343,66074519,66629876,15293334,64075235,1,27/03/2024,89006313,65759247,14249596,40043763,"Quan tâm đầu tư, tài chính",60%,Chưa tiếp cận,khác,chưa có,0
546,xxxxxx,DO HOANG MINH,4/26/2023,9115,Nam,40,Độc thân,xxxxxxx186,xxxxxxxxx@yahoo.com,"Hà Đông,Hà Nội",Cán bộ quản lý trung cấp,Cao đẳng,10012840,8/15/2023,Đồng ý gặp mặt,Có,FWD Don dau thay doi 3.0,3/26/2020,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P1,9603,Có,30495785,869773,11330273420,12285215083,1410334360,41268089,69035342,69081996,76426488,62397441,71256560,1,27/03/2024,760818,69681152,10426873,36772874,Quan tâm gia đình,76%,Chưa tiếp cận,khác,chưa có,0
